,Area,Venue Category,Venue Name,Longitude,Latitude
242,Bedlington,Supermarket,Lidl,-1.5614130561829,54.9842062369544
243,Bedlington,Supermarket,Asda,-1.5549735,55.1270362
244,Bedlington,Supermarket,Lidl,-1.5199412983330203,55.005239283776845
245,Bedlington,Supermarket,Morrisons Bedlington,-1.5986849072125298,55.133089535744396
246,Bedlington,Supermarket,Lidl,-1.56635305080371,55.1864895989109
247,Bedlington,Supermarket,The Food Warehouse by Iceland,-1.6678668264746481,55.011002539270486
248,Bedlington,Supermarket,Aldi,-1.5805502559291937,55.08768118671025
249,Bedlington,Supermarket,Lidl,-1.574829706693199,55.028322100296094
250,Bedlington,Supermarket,Waitrose & Partners,-1.615635,54.975182
251,Bedlington,Supermarket,Sainsbury's,-1.5872600582838126,55.08571635515571
252,Bedlington,Supermarket,Sainsbury's Local,-1.6808580465861178,55.15937572076448
253,Bedlington,Supermarket,Lidl,-1.51948236456855,55.0056749650225
254,Bedlington,Supermarket,Tesco Extra,-1.661565,55.0139145
255,Bedlington,Supermarket,Lidl,-1.59862135,55.0080195
256,Bedlington,Supermarket,Sainsbury's,-1.5184537306575185,55.0329138347077
257,Bedlington,Supermarket,Asda,-1.5296665,54.9895753
258,Bedlington,Supermarket,Lidl,-1.67482609198043,54.9910185110665
259,Bedlington,Supermarket,Asda,-1.5716729,55.1845563
260,Bedlington,Supermarket,Morrisons,-1.5865171664256332,54.977253509089074
261,Bedlington,Supermarket,Tesco Extra,-1.6030069,54.9638882
262,Bedlington,Supermarket,Sainsbury's,-1.4803235627147449,55.0439877058849
263,Bedlington,Supermarket,Asda,-1.6198912,55.0132316
264,Bedlington,Supermarket,Tesco,-1.5936833154797878,55.13126334635438
265,Bedlington,Supermarket,Asda,-1.635375,55.012375
266,Bedlington,Supermarket,Asda,-1.5192707,54.9738787
267,Bedlington,Supermarket,Morrisons,-1.5667320527736774,55.03642120677816
268,Bedlington,Supermarket,Lidl,-1.5456044354174,54.9530428288655
269,Bedlington,Supermarket,Aldi,-1.5537330723077716,55.02560372351816
270,Bedlington,Supermarket,Morrisons,-1.657983492697876,54.989422939523024
271,Bedlington,Supermarket,Morrisons,-1.6840478306146072,55.16945993604898
272,Bedlington,Supermarket,Asda,-1.5918839,55.0860937
273,Bedlington,Supermarket,Sainsbury's Local,-1.60244172,55.00610006
274,Bedlington,Supermarket,Sainsbury's,-1.4472621095296279,55.042459883012725
275,Bedlington,Supermarket,Morrisons,-1.5119888841414229,55.12824269368036
276,Bedlington,Supermarket,Sainsbury's,-1.5782328,54.9968792
277,Bedlington,Supermarket,Aldi,-1.430770006366359,54.98982740459156
278,Bedlington,Supermarket,Tesco Extra,-1.4857592,55.0107406
279,Bedlington,Supermarket,Aldi,-1.536593687486459,55.13109152876911
280,Bedlington,Supermarket,Lidl,-1.6621153029690687,54.97176409717413
281,Bedlington,Supermarket,Asda,-1.521979,55.131675
282,Bedlington,Supermarket,Asda,-1.5373824,55.0205212
283,Bedlington,Supermarket,Asda,-1.5724051,54.9792257
284,Bedlington,Supermarket,Morrisons,-1.4520861905421945,55.03977987264375
285,Bedlington,Supermarket,Aldi,-1.587672812031473,55.18533820549912
286,Bedlington,Supermarket,Iceland,-1.4300817867022666,54.99030515268002
287,Bedlington,Supermarket,Tesco,-1.6061511394670873,54.99256960938843
288,Bedlington,Supermarket,Lidl,-1.44026558527043,54.9732860151527
289,Bedlington,Supermarket,Tesco,-1.6306152003206653,54.98217297548913
290,Bedlington,Supermarket,Tesco,-1.5811428472850613,55.02179591098971
